"Adj??" "AdjMS" "Adj?P" "Adv" "AdvGP" "CCoord" "CCoordAdj" "CCoordPrepDe" "CSub" "Det" "Det??" "DetFS" "DetMP" "DetMS" "Elim" "Nom??" "NomFS" "NomInc" "NomM?" "NomMS" "Nom?P" "NomPr" "NomPrXXInc" "NomPrXXPrenom" "Nom?S" "NomXXDate" "Ppa??" "PpaFP" "PpaFS" "PpaMP" "PpaMS" "PpaMSp" "Ppr" "Prep" "PrepDet" "Pro" "ProRel" "Typo" "VCONJP" "VCONJS" "VINF" "AdjFS" "CCoordNom" "CCoordNomPr" "CCoordVCONJP" "CCoordVCONJS" "DetNum" "NomMP" "NomXXMes" "NomXXMon" "TypoCoordNom" "TypoCoordPpa" "TypoCoordPrepDe" "VCONJPp" "CCoordAdv" "CCoordPrep" "CCoordVCONJSp" "NomXXNum" "TypoCoordPrep" "TypoCoordVCONJSp" "VCONJSp" "AdjFP" "AdjM?" "CCoordCSub" "CCoordNomXXDate" "VINFp" "AdjMP" "CCoordDet" "CCoordProRel" "CCoordVINF" "TypoCoordNomPr" "TypoCoordVCONJS" "NomFP" "Adj?S" "CCoordNomXXNum" "TypoCoordAdj" "CCoordPpa" "TypoCoordVINF" "CCoordPrepDet" "TypoCoordPrepDet" "Pprp" "TypoCoordAdv" "NomXXAdr" "TypoCoordVCONJP" "CCoordVCONJPp" "TypoCoordProRel" "TypoCoordNomXXDate" "CCoordPpr" "NomXXHeure" "NomXXUrl" "CCoordVINFp" "TypoCoordNomXXNum" "NomXXMail"
"494" 52 3 1 51 5 16 1 0 17 12 88 7 2 5 0 3 41 2 0 29 38 4 13 13 36 0 4 0 7 1 12 0 0 93 1 77 15 114 24 58 45 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"495" 17 0 1 14 1 4 1 4 3 5 31 1 1 0 0 2 17 0 0 11 13 25 14 9 33 11 0 0 0 0 13 1 0 73 4 12 8 70 2 19 5 1 1 0 0 1 0 0 0 0 0 0 2 0 0 2 0 2 0 0 5 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"496" 34 2 7 44 5 10 2 0 12 4 86 2 4 3 1 0 24 3 0 32 28 26 5 5 56 2 0 4 3 5 15 0 2 103 0 37 6 108 12 43 16 3 7 1 0 1 1 1 0 0 0 0 0 1 0 1 0 6 1 0 3 2 1 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"497" 109 1 13 110 25 32 1 0 36 27 188 7 18 28 1 9 82 22 0 97 91 55 56 17 86 26 3 9 15 4 52 2 8 297 4 198 35 309 44 143 75 0 8 2 1 4 0 1 0 0 1 0 0 1 0 3 0 7 0 0 7 0 3 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"498" 18 2 1 38 9 11 0 1 7 1 49 2 5 5 2 3 18 1 0 23 25 7 18 10 19 8 3 2 3 1 10 1 2 65 1 41 10 74 8 33 9 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"499" 112 2 11 121 12 31 2 2 27 10 197 12 15 24 5 6 71 13 0 91 87 25 71 24 110 12 4 2 19 9 31 1 4 276 2 124 40 340 26 137 60 1 7 0 1 5 11 1 0 4 1 0 0 2 0 1 0 8 0 0 6 1 4 0 0 1 0 0 1 2 0 1 1 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"500" 61 8 6 57 11 12 3 1 10 8 124 4 4 21 2 7 40 3 0 67 29 16 32 17 52 18 3 1 2 1 21 1 4 182 1 55 13 159 9 65 19 2 3 1 0 3 6 0 4 0 0 0 0 1 0 2 0 5 0 0 0 4 1 1 0 0 0 0 0 1 2 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"501" 34 0 8 19 5 3 1 0 3 3 66 3 2 5 0 2 29 1 0 27 25 15 38 14 31 11 1 0 3 1 11 0 2 97 0 21 10 85 1 33 7 1 4 0 0 2 6 0 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"502" 97 4 2 110 10 30 5 4 50 15 188 15 10 25 0 11 94 3 0 74 68 1 9 4 94 6 2 2 10 2 14 0 2 265 3 148 43 199 37 111 69 13 12 0 1 1 0 3 0 0 0 0 0 1 0 4 0 1 1 0 6 3 4 1 0 7 1 0 1 2 0 0 1 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"503" 10 1 0 2 1 0 1 0 0 2 16 1 0 2 0 0 7 0 0 10 5 7 5 3 8 4 0 0 0 0 8 1 0 27 1 5 1 15 0 8 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"504" 35 1 1 38 5 8 0 2 21 2 63 3 4 6 0 4 16 1 0 25 38 26 25 15 33 4 1 0 1 2 9 1 1 82 0 48 9 149 9 59 19 0 1 1 0 2 2 1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"505" 23 1 3 10 4 5 1 2 1 3 51 0 3 4 0 2 19 0 0 20 26 10 28 15 32 11 1 1 2 2 2 1 1 94 1 14 15 82 6 23 5 0 1 0 0 0 2 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 0 0 0 1 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"506" 103 7 15 106 23 15 4 7 32 12 180 14 17 27 1 7 60 19 0 102 90 29 87 21 97 33 5 1 6 10 42 2 12 294 4 143 49 298 36 122 54 0 6 2 1 6 5 2 2 0 0 0 1 2 0 2 0 9 0 0 5 0 0 0 1 2 3 0 2 0 0 1 0 3 1 0 0 0 0 0 0 0 0 1 1 0 3 0 0 0 0 0 0
"507" 41 2 7 26 6 11 2 1 11 11 61 0 3 7 2 3 17 7 0 22 40 6 21 4 31 6 0 2 1 2 8 1 2 85 3 46 10 95 14 36 21 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 2 1 0 0 2 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"508" 42 2 4 33 11 9 2 7 9 6 75 3 5 10 0 6 29 1 0 41 25 31 20 6 63 20 1 3 5 2 10 0 4 118 0 35 12 139 6 49 10 1 6 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"509" 32 0 7 10 6 1 0 2 9 2 58 10 1 4 0 2 31 0 0 21 26 4 18 1 26 14 3 4 7 4 8 0 2 85 3 12 4 59 1 31 12 2 3 0 0 1 3 0 0 0 0 0 0 1 0 1 0 1 3 0 1 1 5 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"510" 46 0 2 29 15 7 3 1 12 4 64 4 2 4 0 2 28 0 0 29 33 15 29 17 32 4 1 2 4 4 14 0 0 117 2 45 9 134 2 46 22 0 1 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"511" 48 0 1 91 6 23 1 0 30 11 108 3 5 5 2 3 44 2 0 40 29 2 43 1 43 2 2 2 3 1 18 2 1 109 1 102 18 168 24 79 38 2 5 2 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 3 0 4 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"512" 49 1 1 35 10 10 1 3 8 9 114 5 3 6 0 3 37 2 0 36 44 18 32 4 58 6 5 4 5 11 21 4 7 141 0 37 20 116 23 35 15 1 2 0 0 2 0 0 0 0 1 0 0 2 1 2 0 2 0 0 6 0 1 1 0 0 0 0 0 0 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"513" 136 2 8 109 20 31 9 7 34 22 241 5 11 8 2 8 93 4 0 76 115 27 39 11 97 7 2 7 4 9 27 0 9 255 6 115 37 267 53 99 53 3 13 2 1 1 0 4 0 1 1 0 0 3 1 3 0 11 0 0 5 0 0 1 0 3 1 0 2 1 0 0 1 3 0 3 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0
"514" 116 3 4 101 29 12 4 4 41 15 194 9 8 15 0 13 74 8 0 70 77 19 52 24 66 6 4 1 4 7 51 4 6 210 7 108 19 238 46 116 48 3 8 1 2 1 3 0 2 0 0 0 2 5 0 0 0 4 0 0 3 1 0 0 0 3 1 0 0 0 0 0 0 2 0 3 2 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"515" 97 1 3 103 14 17 3 9 24 20 164 5 17 15 0 4 67 9 0 49 121 13 13 0 104 7 5 10 4 9 10 3 2 281 2 85 19 169 31 77 45 3 8 2 1 2 0 1 0 0 4 0 0 6 0 1 0 1 0 0 3 0 0 0 0 3 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"516" 12 0 1 4 4 2 0 0 1 0 29 5 2 3 0 2 13 0 0 12 14 19 11 6 15 11 1 1 2 0 13 0 1 58 2 15 6 40 0 19 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"517" 36 1 8 37 13 15 0 3 11 6 104 2 3 12 0 5 33 5 0 37 49 20 73 19 52 12 3 4 4 0 17 0 5 170 1 51 20 129 13 62 28 1 4 0 0 1 11 0 3 7 1 0 0 0 0 0 0 3 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"519" 15 0 4 18 1 4 0 0 2 1 13 9 1 8 0 2 13 2 0 15 6 11 9 3 16 3 1 1 2 0 11 0 2 45 0 22 2 48 2 20 8 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"521" 18 0 2 13 2 3 0 3 1 5 36 1 2 2 0 2 13 1 0 7 26 3 7 4 38 5 0 2 0 2 10 0 3 70 1 16 6 41 4 13 7 1 3 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"522" 29 1 0 47 6 7 1 0 6 3 48 1 7 15 0 1 11 1 0 38 20 3 8 4 18 2 1 1 1 0 16 0 4 58 1 38 6 89 6 34 12 1 2 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"523" 27 1 10 27 2 8 2 0 4 5 49 0 2 6 0 2 18 0 0 30 27 21 17 9 16 14 1 0 2 1 8 0 3 62 0 23 11 71 7 26 4 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"524" 24 0 2 5 7 3 1 0 2 5 58 2 2 1 0 1 16 1 0 24 22 26 30 12 22 7 0 3 4 0 11 0 2 94 2 16 9 73 3 20 11 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 4 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"525" 48 2 13 47 5 10 2 2 11 6 73 3 12 13 0 2 23 0 0 34 43 18 48 11 51 10 3 2 0 4 20 0 3 102 0 51 6 124 25 44 22 0 5 2 1 2 0 0 0 0 0 0 0 0 0 2 0 6 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"526" 64 3 3 33 8 9 1 3 7 10 84 1 3 7 1 1 29 6 0 35 45 19 17 7 51 2 1 0 8 2 13 0 0 116 2 26 9 123 12 36 13 4 4 1 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"527" 29 0 5 8 1 2 3 1 0 3 35 5 4 4 0 2 18 0 0 13 19 7 9 5 21 5 1 2 7 0 3 1 2 62 2 14 7 62 2 18 7 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"528" 34 4 1 41 11 13 0 3 20 3 69 5 6 9 0 1 22 17 0 32 27 10 7 1 34 1 0 0 0 3 16 0 3 94 0 67 7 92 16 43 28 2 1 0 1 0 0 1 0 0 1 0 0 1 0 2 0 3 0 0 3 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"529" 36 1 5 8 3 5 2 3 5 1 59 3 5 4 0 2 22 6 0 25 23 6 14 8 40 19 0 0 4 1 9 2 2 97 3 25 8 70 2 28 6 1 4 0 0 0 0 1 0 0 2 0 0 0 0 2 1 3 0 0 3 0 0 0 2 0 0 0 0 0 0 1 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"530" 65 4 8 114 20 15 4 1 40 24 151 7 15 13 3 3 54 7 0 65 102 8 19 5 76 1 7 2 5 12 31 5 6 209 1 119 32 220 28 102 32 1 7 1 0 0 0 1 0 0 0 0 0 5 0 1 0 5 0 0 5 1 1 1 0 3 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"531" 23 0 2 20 9 3 0 3 4 2 46 2 3 5 0 0 21 0 0 20 18 16 26 9 23 5 1 0 2 0 7 0 5 74 1 22 9 48 3 26 9 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"532" 42 1 4 32 4 9 2 1 12 5 81 3 6 9 0 1 31 3 0 34 33 31 56 11 51 6 3 0 9 3 9 2 0 145 0 37 13 134 13 45 16 0 5 4 0 0 3 0 0 1 1 0 0 0 0 4 0 3 4 0 1 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"533" 21 0 7 20 5 10 0 0 9 4 49 6 3 8 0 3 19 2 0 24 21 17 29 2 23 13 4 1 3 0 15 0 0 83 1 38 14 83 7 44 9 0 1 0 1 1 0 1 0 1 0 0 0 1 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"534" 30 1 4 38 4 11 1 0 12 5 46 3 4 4 0 4 16 0 0 20 27 5 4 0 27 1 0 0 3 3 10 0 1 55 1 46 13 68 16 38 18 0 1 0 1 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"535" 32 0 1 4 8 3 1 2 1 2 39 2 2 1 0 1 17 3 0 14 20 10 33 12 25 9 0 1 0 0 9 1 2 79 1 15 6 75 1 22 4 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"536" 33 7 4 29 3 6 2 1 10 6 69 4 8 11 0 2 22 0 0 32 24 12 25 1 34 4 2 0 3 3 11 1 0 103 0 40 8 77 11 38 20 0 2 1 0 0 1 0 1 1 0 0 0 1 0 2 0 2 0 0 3 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"537" 60 0 1 41 15 5 5 2 5 10 78 10 7 4 2 2 37 3 0 33 35 25 54 26 48 13 5 0 2 0 15 1 1 161 0 53 19 154 5 57 17 1 10 3 0 1 0 0 0 0 1 0 0 0 1 0 1 6 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"538" 109 4 1 136 14 26 7 4 45 12 178 4 14 28 3 9 67 19 0 54 100 12 21 6 81 4 4 6 10 11 42 2 2 204 2 189 29 237 75 121 39 7 8 0 1 1 1 0 0 0 0 0 0 4 0 0 0 1 0 0 6 2 6 1 0 0 0 0 0 0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"539" 18 0 1 15 4 4 1 2 1 4 23 3 4 1 2 0 8 0 0 9 22 10 14 3 7 2 0 5 1 2 8 1 0 41 0 12 13 36 6 12 7 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"540" 22 3 3 27 5 7 0 2 14 3 40 4 3 11 0 2 18 1 0 12 24 20 3 3 28 7 0 1 1 1 5 1 1 82 5 50 5 67 15 33 14 1 2 0 0 0 0 1 0 1 0 0 0 0 0 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"541" 115 4 14 110 9 26 3 5 31 12 218 10 11 19 0 16 77 19 0 85 112 41 77 23 91 21 6 3 9 11 38 1 11 344 2 119 29 308 31 126 78 1 7 0 0 3 6 0 2 4 2 0 2 1 1 2 0 2 0 0 3 0 1 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"542" 19 0 4 7 9 10 0 2 2 5 55 1 0 1 0 5 19 1 0 25 10 27 22 13 27 5 0 0 4 2 11 0 2 83 4 15 9 71 1 20 5 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 5 1 0 4 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"543" 18 2 2 24 5 1 0 1 7 5 34 4 3 2 0 1 9 13 0 14 26 6 21 12 17 4 0 0 0 0 13 0 3 57 1 29 7 72 8 32 8 0 2 1 0 2 1 1 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"544" 41 0 5 25 0 6 0 3 7 3 83 4 3 5 0 2 23 5 0 35 37 15 37 10 46 7 0 1 3 2 10 0 6 130 1 31 11 91 8 35 7 0 5 0 0 0 0 0 0 0 1 0 0 0 0 3 0 4 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"545" 25 0 3 43 10 8 1 2 11 7 63 3 4 5 2 2 26 3 0 14 28 15 30 13 47 16 0 0 4 0 7 0 3 90 1 46 14 134 4 44 8 0 2 1 0 0 1 0 0 0 0 0 0 0 0 2 0 3 0 0 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"546" 29 0 3 16 0 2 0 1 5 4 57 4 6 1 2 1 22 2 0 23 26 9 7 1 26 6 1 0 2 1 5 0 1 70 0 24 12 61 11 20 13 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"547" 52 3 5 41 15 13 5 1 7 3 74 13 8 15 0 0 35 4 0 34 25 18 46 8 41 22 0 2 7 2 25 2 0 126 0 43 12 128 11 45 11 1 4 1 1 1 0 0 0 0 0 0 0 1 0 1 0 4 0 0 5 0 0 0 1 1 0 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"548" 66 6 2 73 15 15 2 3 18 16 117 10 12 27 1 7 55 1 0 36 57 1 20 1 74 7 3 7 4 6 14 2 6 197 3 93 18 158 41 52 56 0 2 0 2 1 2 3 0 2 1 0 1 2 0 2 0 0 1 0 2 2 0 2 0 1 3 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"549" 28 1 0 27 2 4 1 2 5 5 32 3 1 4 0 2 7 0 0 18 23 4 5 0 14 0 0 4 1 3 1 0 2 58 0 24 6 36 6 24 17 2 1 1 0 1 0 4 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"550" 23 1 3 43 8 6 0 0 9 4 37 1 2 9 0 2 15 1 0 18 9 12 14 10 25 9 1 0 4 3 11 2 6 53 0 37 7 77 2 39 9 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"551" 83 1 3 54 13 16 2 3 35 19 111 4 11 12 1 1 41 21 0 46 77 2 8 0 59 5 5 0 6 1 15 2 4 153 7 66 11 150 29 64 49 4 6 0 0 0 2 4 1 0 2 0 0 2 0 0 0 3 0 0 6 3 1 2 0 2 3 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"552" 23 0 6 16 9 3 1 1 1 5 47 0 2 4 2 0 12 0 0 19 15 11 32 5 30 7 4 0 2 1 12 0 4 65 0 24 6 66 6 19 8 0 2 4 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"553" 110 1 2 78 8 16 2 2 27 9 159 5 2 12 1 3 66 8 0 51 54 28 11 4 49 8 2 0 5 0 17 1 5 180 2 105 29 184 27 99 39 2 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 5 0 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"554" 25 0 0 10 7 5 0 0 1 5 58 1 3 3 0 2 24 0 0 20 16 16 24 12 25 14 1 0 3 4 9 1 2 90 0 17 11 64 3 25 10 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 2 3 0 1 5 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"555" 67 0 1 82 14 15 1 3 25 12 121 5 5 11 0 5 46 3 0 42 41 20 6 0 52 6 0 6 7 3 16 4 1 146 1 100 13 132 29 75 50 2 1 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 4 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"556" 49 1 5 42 10 4 2 2 19 8 91 3 10 7 1 1 29 0 0 51 38 18 43 34 40 16 0 2 2 2 26 0 4 153 0 39 12 163 7 54 24 0 5 0 0 1 1 0 1 4 1 0 1 0 1 1 0 2 0 0 0 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"557" 38 0 3 28 7 6 1 2 6 5 75 5 2 8 0 3 32 1 0 36 23 7 27 8 32 9 2 1 1 4 15 2 2 112 1 23 16 77 11 32 17 2 2 0 0 1 1 2 0 0 0 1 1 1 1 0 0 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"558" 51 1 4 26 13 11 2 0 3 0 79 3 8 11 0 4 28 1 0 39 27 14 17 12 37 8 6 0 1 1 22 0 1 105 3 32 11 103 4 45 9 0 4 0 0 1 2 0 0 0 0 0 0 0 1 1 2 1 0 0 4 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"560" 15 0 2 12 1 2 0 0 2 1 31 0 0 1 0 0 7 0 0 7 8 15 10 5 11 5 0 0 1 0 8 1 1 38 0 18 7 34 2 16 7 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"562" 108 1 28 98 14 27 5 1 29 23 237 19 10 28 0 12 104 10 0 104 112 14 107 47 139 34 8 5 17 7 54 6 7 347 6 140 26 404 40 145 51 5 11 2 1 4 2 1 0 0 5 0 0 3 0 4 0 8 0 0 4 0 1 2 0 2 0 0 1 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"563" 20 1 3 18 7 4 1 1 6 3 35 3 4 2 0 0 22 1 0 17 15 1 10 3 14 5 1 0 1 1 10 0 2 50 0 14 3 40 2 21 5 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"564" 15 0 2 3 2 1 0 0 1 1 21 2 0 2 0 0 15 0 0 8 3 0 8 5 4 3 0 0 1 0 3 1 0 27 0 10 2 18 0 11 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"565" 15 0 1 10 9 2 0 0 2 0 26 2 1 5 0 1 10 1 0 11 5 10 11 10 25 4 0 0 3 0 9 0 1 56 0 11 3 38 1 15 5 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"566" 40 0 3 42 5 11 2 0 5 2 60 4 5 12 0 0 22 1 0 39 26 10 26 12 37 10 1 0 3 5 17 0 3 92 2 58 10 149 5 57 11 2 3 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
