"Adj??" "AdjMS" "Adj?P" "Adv" "AdvGP" "CCoord" "CCoordAdj" "CCoordPrepDe" "CSub" "Det" "Det??" "DetFS" "DetMP" "DetMS" "Elim" "Nom??" "NomFS" "NomInc" "NomM?" "NomMS" "Nom?P" "NomPr" "NomPrXXInc" "NomPrXXPrenom" "Nom?S" "NomXXDate" "Ppa??" "PpaFP" "PpaFS" "PpaMP" "PpaMS" "PpaMSp" "Ppr" "Prep" "PrepDet" "Pro" "ProRel" "Typo" "VCONJP" "VCONJS" "VINF" "AdjFS" "CCoordNom" "CCoordNomPr" "CCoordVCONJP" "CCoordVCONJS" "DetNum" "NomMP" "NomXXMes" "NomXXMon" "TypoCoordNom" "TypoCoordPpa" "TypoCoordPrepDe" "VCONJPp" "CCoordAdv" "CCoordPrep" "CCoordVCONJSp" "NomXXNum" "TypoCoordPrep" "TypoCoordVCONJSp" "VCONJSp" "AdjFP" "AdjM?" "CCoordCSub" "CCoordNomXXDate" "VINFp" "AdjMP" "CCoordDet" "CCoordProRel" "CCoordVINF" "TypoCoordNomPr" "TypoCoordVCONJS" "NomFP" "Adj?S" "CCoordNomXXNum" "TypoCoordAdj" "CCoordPpa" "TypoCoordVINF" "CCoordPrepDet" "TypoCoordPrepDet" "Pprp" "TypoCoordAdv" "NomXXAdr" "TypoCoordVCONJP" "CCoordVCONJPp" "TypoCoordProRel" "TypoCoordNomXXDate" "CCoordPpr" "NomXXHeure" "NomXXUrl" "CCoordVINFp" "TypoCoordNomXXNum" "NomXXMail"
"137" 57 1 5 58 5 10 3 5 14 11 73 2 1 9 0 2 24 5 0 21 48 25 22 11 41 9 5 4 4 10 19 0 1 125 1 58 21 83 14 52 17 1 5 1 0 1 1 0 0 0 1 0 0 10 0 0 0 2 0 0 3 0 0 0 0 0 0 0 2 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"138" 32 3 1 36 9 10 2 4 8 2 59 2 5 6 0 2 18 1 0 30 26 11 7 10 33 7 2 1 4 0 7 0 2 88 3 29 7 73 4 29 14 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"139" 23 0 5 22 6 6 0 0 5 3 50 0 1 4 0 0 17 1 0 21 20 19 15 17 19 6 3 0 1 0 14 0 1 71 1 14 5 55 6 21 17 1 1 4 0 1 1 0 2 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"140" 26 0 0 36 2 4 1 1 5 3 35 1 2 0 0 1 6 1 0 14 19 0 11 3 14 4 4 1 1 1 1 0 0 39 3 21 2 53 1 22 8 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 3 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"141" 51 1 3 32 5 6 0 1 7 3 64 12 1 8 0 1 27 2 0 36 28 8 37 15 38 9 1 0 3 1 13 1 2 117 0 29 16 82 11 35 21 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"142" 13 0 0 8 7 4 0 0 3 3 22 4 2 1 0 1 12 0 0 9 13 11 1 3 20 5 1 0 1 2 10 1 1 54 1 10 3 33 1 11 3 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"143" 48 0 4 44 7 5 2 2 10 7 78 2 3 4 0 2 27 1 0 33 24 10 19 5 46 4 1 2 2 0 20 2 0 98 0 51 16 95 4 54 18 1 4 0 0 2 0 0 0 0 1 0 0 0 0 2 0 2 0 0 3 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"144" 55 0 7 72 18 22 4 3 18 8 121 13 7 2 0 2 66 1 0 45 44 41 43 6 57 7 1 1 8 2 24 0 2 178 4 63 21 159 9 65 27 1 7 1 0 1 0 0 1 0 4 0 3 0 0 1 0 5 0 0 3 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"145" 36 1 1 12 6 4 2 1 6 3 51 3 1 4 0 0 14 0 0 22 18 11 4 3 32 12 1 1 0 0 7 0 2 72 0 20 9 60 4 28 5 1 4 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"146" 140 5 16 93 17 17 4 3 17 9 149 8 14 14 0 8 43 2 0 96 72 35 81 40 116 38 5 2 6 1 61 4 9 301 3 82 34 225 15 85 34 3 0 5 0 3 0 0 0 0 0 0 0 1 0 2 0 2 1 0 3 0 5 1 0 1 3 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"147" 16 0 1 9 4 2 0 1 2 0 27 2 1 1 0 1 8 1 0 16 9 1 21 3 23 9 3 0 0 0 7 0 0 52 0 14 6 31 0 18 5 1 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"148" 75 3 1 51 10 13 4 2 23 9 122 11 1 11 0 6 42 1 0 56 43 30 4 12 79 12 1 4 5 3 10 0 2 197 2 65 17 158 10 70 32 0 2 1 0 1 9 1 6 0 0 0 0 0 1 2 1 4 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"149" 19 1 0 16 4 1 1 0 1 3 20 1 2 2 0 1 6 0 0 12 8 0 11 2 14 3 1 0 2 0 4 0 1 30 0 11 4 29 2 12 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"150" 44 0 8 18 6 10 2 5 3 4 64 1 5 7 0 2 11 3 0 35 27 22 30 3 31 16 2 3 1 1 27 3 3 102 2 14 7 87 7 24 10 0 4 1 0 0 2 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 1 0 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"151" 29 1 2 37 4 11 4 2 7 3 30 3 6 4 0 1 12 1 0 22 16 1 13 10 25 2 0 1 1 1 7 0 3 52 1 43 4 81 8 31 13 2 2 0 0 1 0 0 0 0 1 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"152" 22 2 0 19 5 4 1 1 8 0 37 2 4 4 0 1 12 1 0 22 14 6 13 9 22 6 2 0 3 1 6 0 1 57 0 21 6 43 3 26 7 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"153" 8 0 1 5 4 1 0 1 2 2 23 1 2 1 0 1 12 2 0 8 7 9 10 4 21 4 0 0 0 0 3 1 3 44 1 14 0 37 0 13 2 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"154" 35 3 5 35 5 11 3 2 4 2 60 7 7 3 0 4 31 4 0 17 31 20 19 10 36 6 1 0 2 0 11 1 1 110 0 17 9 79 7 19 17 0 3 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 2 3 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"155" 77 0 2 61 11 15 6 4 31 6 121 9 11 17 1 6 47 4 0 42 62 17 24 15 56 2 3 1 5 4 14 0 5 189 7 94 23 164 26 77 40 2 4 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"156" 32 3 5 26 4 5 0 1 8 1 40 4 3 3 1 0 16 1 0 24 10 9 10 7 22 2 3 0 2 0 8 0 0 55 0 25 3 65 1 28 11 2 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"157" 23 0 1 14 9 3 1 1 3 1 35 4 2 3 0 1 20 0 0 19 15 6 23 17 17 3 0 0 3 1 8 0 4 63 0 24 9 72 1 23 5 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"158" 44 2 2 36 9 14 0 2 31 4 102 7 2 11 1 4 46 2 0 53 33 18 36 33 64 16 3 4 8 8 23 3 13 197 4 74 9 202 6 72 36 1 3 0 0 1 1 2 0 0 1 0 0 2 0 0 0 0 0 0 3 1 0 1 0 1 1 0 0 1 0 1 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"159" 67 0 4 96 10 13 2 4 31 8 100 6 4 15 0 4 39 2 0 54 35 12 27 30 50 6 2 1 3 3 26 2 2 151 0 92 17 167 10 86 46 1 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 0 0 2 2 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"160" 68 5 5 52 14 9 5 3 9 5 84 4 8 10 0 6 27 10 1 40 41 5 29 18 44 12 1 0 6 5 13 0 1 128 3 36 12 130 8 45 16 0 5 0 0 2 2 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"161" 19 0 1 13 9 3 3 2 1 1 33 3 2 5 0 0 13 0 0 16 19 9 6 6 27 7 0 0 1 0 6 0 1 62 0 17 9 43 1 16 8 1 3 1 0 0 1 1 0 0 0 0 0 0 0 2 0 5 0 0 1 0 4 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"162" 128 3 11 177 27 38 10 5 56 27 212 17 8 20 2 13 91 15 0 101 88 19 11 2 87 10 1 2 9 5 41 4 6 295 4 268 53 325 60 186 71 5 7 1 1 4 2 4 3 0 0 0 1 1 1 2 0 5 1 0 3 4 0 0 0 0 1 0 2 2 0 2 2 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"163" 46 5 14 35 17 7 0 4 9 5 107 4 4 7 0 2 44 1 0 37 63 13 5 14 61 21 1 2 9 6 21 3 8 176 2 41 5 156 11 37 23 0 7 0 0 1 7 1 1 3 1 0 0 0 0 1 0 4 0 0 5 0 1 0 1 4 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"164" 16 1 0 8 4 2 0 1 0 0 24 0 0 0 0 0 5 0 0 8 11 2 5 4 23 0 1 1 2 0 8 0 4 39 0 6 1 35 1 6 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"165" 35 0 2 20 3 11 0 1 1 7 64 1 1 3 0 2 28 2 0 30 23 12 19 14 33 4 3 1 0 2 12 0 3 90 0 30 12 79 8 31 14 0 3 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"166" 96 10 9 104 24 15 5 3 21 10 157 9 18 15 0 8 47 12 0 72 75 57 36 15 94 18 5 3 10 8 39 1 5 257 5 110 29 233 18 103 31 2 5 1 0 3 3 0 0 0 2 0 1 1 0 2 0 3 2 0 1 1 5 2 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"167" 20 1 0 3 5 1 0 2 0 2 15 3 1 1 0 0 9 1 0 8 7 5 11 11 22 7 1 0 1 0 4 0 0 42 0 11 4 38 3 11 4 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"168" 127 1 15 111 29 43 6 3 22 14 206 17 13 29 0 2 82 6 0 109 83 5 50 19 94 25 6 4 14 3 47 0 14 293 2 148 40 378 12 129 53 2 13 2 0 2 1 3 1 1 1 0 0 1 0 1 0 2 0 0 8 2 1 0 0 3 0 0 0 1 0 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"169" 98 5 9 81 20 10 2 4 14 6 157 7 11 20 0 7 59 0 0 81 58 24 56 44 80 16 5 3 11 1 25 2 6 254 2 89 36 173 10 97 56 1 6 2 1 4 0 1 0 0 0 0 0 1 0 2 1 1 0 0 2 0 3 1 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"170" 34 0 5 76 6 16 0 1 14 3 89 5 6 14 0 3 34 4 0 46 33 3 35 7 42 11 3 4 6 1 30 3 1 112 2 62 14 171 12 61 19 1 3 1 1 0 1 0 1 0 2 0 0 2 1 3 0 3 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"171" 53 3 4 40 14 5 5 3 11 2 85 5 3 9 0 2 39 1 0 39 32 8 26 18 42 8 1 1 2 3 17 0 5 135 1 39 8 121 4 39 15 0 3 1 0 1 0 0 0 0 0 0 1 0 0 4 0 2 2 0 2 1 4 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"172" 55 2 11 41 4 7 2 1 12 9 80 1 6 8 0 2 20 3 0 36 50 5 22 13 31 13 1 7 3 8 19 4 2 106 3 45 13 122 19 44 19 0 3 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 3 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"173" 68 4 5 60 12 17 4 0 13 8 104 8 6 16 1 9 43 4 0 40 46 4 34 27 54 11 1 1 1 4 19 0 2 152 0 69 17 175 10 75 24 0 6 0 0 1 1 2 0 0 1 0 0 0 1 4 0 4 0 0 2 0 3 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"174" 53 3 1 33 3 5 1 0 8 4 62 4 7 4 0 2 25 2 0 34 26 5 18 8 39 3 1 1 2 1 11 0 4 97 0 29 9 85 9 26 14 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"175" 14 0 0 6 2 3 2 0 0 1 19 0 2 3 0 0 9 0 0 7 9 0 5 1 15 10 0 0 0 1 2 0 2 29 0 11 0 49 0 7 2 0 2 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"176" 33 0 7 28 10 5 0 2 8 5 56 3 6 11 0 2 13 2 0 23 31 24 15 7 32 12 1 1 1 1 18 0 1 113 4 30 8 96 5 28 26 0 2 0 0 0 2 0 2 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"177" 30 0 2 22 9 5 5 1 3 2 45 2 3 7 0 1 19 2 0 20 28 16 16 17 27 5 3 1 1 0 15 1 2 101 3 27 8 81 4 23 9 0 2 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"178" 28 2 0 16 9 8 1 2 6 3 54 4 5 6 2 1 17 1 0 33 24 8 22 10 37 17 0 0 4 1 7 1 5 78 1 16 16 128 5 30 8 1 3 1 0 1 0 0 0 0 0 0 0 0 0 3 0 6 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"179" 104 4 12 104 15 19 2 3 21 12 133 12 6 25 0 7 50 4 0 74 47 42 28 24 71 16 3 1 9 2 44 0 4 210 2 100 37 201 3 127 43 2 3 0 0 3 1 0 0 1 0 0 0 0 1 2 0 4 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"180" 25 0 3 15 16 4 0 0 5 5 38 2 1 6 0 0 15 1 0 24 22 8 18 15 19 8 2 0 2 0 22 2 3 76 0 21 7 55 1 32 16 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"181" 19 0 4 10 4 6 0 1 1 2 36 2 1 4 2 1 8 1 0 23 19 8 27 5 29 5 0 0 2 0 6 0 0 65 3 20 3 53 0 23 3 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"182" 37 1 1 37 5 8 3 0 9 6 69 0 7 5 0 1 16 2 1 25 40 8 13 10 41 13 1 3 1 4 8 2 2 107 5 26 9 81 9 26 22 0 2 2 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"183" 57 1 4 74 9 13 0 2 36 6 97 11 12 14 0 2 45 0 0 46 51 20 17 22 43 16 3 0 4 2 30 1 3 171 0 87 19 167 16 77 27 1 1 1 0 3 0 0 0 0 0 0 0 2 0 0 0 3 0 0 3 1 2 2 0 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"184" 36 0 2 19 5 1 1 1 1 1 52 5 3 7 0 2 23 1 0 26 28 7 11 3 24 3 0 0 4 0 5 0 2 94 2 16 6 53 5 16 11 0 2 0 0 0 1 0 1 0 1 0 0 0 0 1 0 2 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"185" 162 6 12 149 28 33 8 2 37 13 227 20 12 33 0 7 86 13 0 111 69 71 60 67 115 30 6 7 12 6 53 3 10 339 7 170 45 378 16 170 58 3 6 2 0 5 0 3 0 1 0 0 0 1 1 3 0 5 0 0 8 0 3 2 0 2 2 0 0 1 1 0 2 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"186" 14 0 1 6 2 2 0 1 0 1 30 2 4 2 4 0 18 0 0 16 13 9 11 12 19 4 0 0 1 0 7 0 1 53 0 7 6 37 4 14 4 0 3 1 0 1 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 2 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"187" 9 0 3 14 2 3 1 1 4 4 24 0 1 8 1 1 10 0 0 13 11 13 12 11 12 9 0 0 0 0 12 0 1 36 0 10 3 35 1 17 4 0 2 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"188" 11 0 1 5 4 2 0 1 0 0 28 0 3 2 0 2 9 3 0 11 8 4 22 3 8 3 0 0 2 2 5 1 1 38 1 11 5 49 3 10 3 0 0 3 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"189" 16 0 1 9 5 1 0 0 2 2 35 2 0 5 0 1 8 0 0 17 12 2 10 6 18 7 1 0 3 0 12 0 1 51 0 10 3 42 2 13 3 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"190" 55 3 6 52 5 19 3 3 9 3 114 6 5 12 0 1 38 1 0 51 32 24 47 37 78 10 0 3 8 2 10 1 0 174 2 37 9 164 12 44 26 0 6 2 0 1 1 0 0 1 1 0 0 2 0 0 0 5 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"191" 32 1 4 14 5 6 1 2 4 3 51 1 3 5 0 1 22 1 0 12 17 12 18 4 16 7 1 0 0 2 7 0 0 64 0 19 5 53 4 24 5 0 0 0 1 2 1 1 0 0 0 0 1 1 0 1 0 2 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"192" 74 0 11 49 15 12 2 1 5 7 102 7 5 6 0 4 45 7 0 37 38 4 54 11 43 16 4 1 9 2 21 1 0 122 3 37 15 195 13 42 11 1 3 2 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 3 0 1 0 0 1 0 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"193" 29 1 2 13 4 1 1 1 8 2 60 3 5 2 0 4 25 1 0 18 21 5 16 4 27 6 1 1 1 0 12 0 1 80 0 23 6 66 2 31 13 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"194" 14 0 1 7 1 3 0 1 2 1 28 1 0 2 0 0 8 2 0 6 8 4 11 4 19 5 0 1 0 0 6 0 0 36 1 7 3 39 0 15 6 0 0 0 0 2 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195" 20 0 2 13 5 3 1 1 1 1 36 0 1 5 0 2 9 0 0 23 8 1 12 4 17 4 0 0 0 0 10 0 1 55 0 9 4 51 0 10 14 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196" 93 3 11 62 10 15 4 1 10 3 173 7 4 25 1 3 51 9 0 93 59 15 52 9 69 19 2 1 5 1 28 1 4 206 4 72 25 237 19 92 48 1 7 0 0 0 7 2 8 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197" 24 1 0 28 5 6 1 2 5 2 45 7 0 8 0 1 22 1 0 27 21 5 23 13 19 8 0 0 1 2 7 0 1 68 0 24 6 92 3 30 6 0 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198" 41 0 2 38 11 15 3 1 11 7 80 4 4 8 0 2 29 1 0 35 51 13 22 16 34 2 1 1 4 2 20 1 2 137 6 37 14 113 6 37 33 0 1 1 0 0 1 1 1 0 0 0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"199" 20 1 5 8 6 4 1 1 3 3 44 2 4 1 0 2 12 0 0 13 16 8 6 2 26 4 1 1 2 2 5 0 2 64 0 25 6 55 4 20 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"200" 37 4 3 33 13 5 3 3 5 2 55 2 2 8 0 1 19 0 0 26 18 18 25 18 39 18 1 0 1 0 15 0 1 96 1 28 9 99 2 32 15 0 3 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"201" 20 3 1 7 8 1 0 2 3 0 31 2 1 6 0 0 16 1 0 14 12 5 11 2 20 5 0 0 2 2 10 0 0 48 0 14 4 47 2 17 5 1 1 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"202" 50 2 3 57 19 15 1 2 11 3 98 3 4 5 0 2 43 2 0 43 30 7 30 15 50 17 1 1 6 4 15 0 5 141 3 41 14 152 11 39 25 1 8 0 0 0 1 1 0 0 1 0 0 0 0 0 0 2 0 0 0 2 2 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"203" 54 1 5 45 4 12 2 7 16 5 104 3 5 5 0 5 23 0 1 38 67 15 18 10 58 9 4 4 3 2 13 0 4 156 0 43 21 132 10 52 28 0 6 1 0 0 0 1 0 0 1 0 2 0 0 4 0 3 0 0 1 1 0 1 0 0 2 0 0 3 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"204" 26 0 3 23 2 5 1 1 1 0 33 1 0 2 0 0 11 6 0 20 7 3 7 2 32 6 2 0 2 0 9 1 2 52 1 14 1 64 1 15 8 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"205" 29 1 1 39 1 6 1 1 4 3 47 4 2 3 0 1 22 1 0 20 14 4 28 2 15 6 0 0 1 1 9 0 3 61 1 28 6 76 5 28 10 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
